,rating,reviewText,summary
7239,4,"I did love this story of Z and Bella. But to me, it was too short. Could have been longer. And also, too many typos.",Loved this story but it was too short.........
7240,3,"This was an interesting book. At times it was a bit slow, but I always found myself returning to find out what happened next. I did not find a lot of the editing issues that others mentioned, so it's likely that a new edition has been released with many of those errors corrected.This was a kindle freebie, but I definitely think it's worth the 1.50 that it's currently for sale for on amazon. The author paints a very interesting world, both below and above. The world below is split up into different factions and in some ways strikes me as very 'mad max'. It's nothing particularly new or innovating, but the author makes the characters more than interesting enough to engross the reader.Upstairs is Haven, the fancy place where all the citizens live. We don't get to see a lot of this, only glimpses through the few characters we follow around. Most of them are not particularly interesting, a stark contrast with the characters below. Most of them are a bit cliche, but that changes as the storyline moves along.Overall it's worth a read, and I'm going to be picking up the next one.",Interesting characters in an absorbing dystopian world
7241,3,"The story has a lot of potential, one that made me immediately go searching for the series to consider purchasing.  I wanted the cliff hanger to be solved, but the series that follows does nothing for it.  Worse, the author hopes that we will be drawn to the series enough to pay over $9 for it.  The problem I have with this is the book was good, but not that good.  I worry that I will be let down if I were to spend that much.","Game, Set.....no match"
7242,5,This was the first of Mr. Sides books i had read. His style of writing and attention to detail are superb. I greatly enjoyed it and have purchased the rest of the series based on this one book. If the Peacekeeper makes its way through south Alabama I for one would be honored to join.,First book of an excellent series
7243,3,This book was just not my cup of tea. The story line seemed weak and seemed to need more detail about Darq's life. I will admit the erotic scenes were scorching.,Fantasy Romance?
7244,5,"The Bedroom BusinessThis is one of Sandra Marton's earlier works. I already read this before but I just had to read this again. Jake is Emily's boss. He is ruthless in business. When it comes to his women, although not exactly the love them and leave them kind of guy, he does not allow any of them in his heart. Enters Emily, his personal assistant. A shy and seemingly unattractive woman. When Jake makes it his business to do a makeover for Emily and to teach her how to flirt and how to act on dates, it is a disaster and heartbreak just waiting to happen since both of them eventually realize that they feel something for the other. Funny & romantic. A must read!",fun read
7245,3,"3.5 starBRIEF SUMMARYAmber is excited when she meets her high school crush, Brain. Both had an instant attraction that led to a steamy encounter. When both encounters a misunderstanding, they still manage to not get along but physically wants and take each other repeatedly.THOUGHTSI thought this was a very spicy book. I am always first in line to read high school crushes who reunites later in life. Amber and Brain got together for a steamy night, but, with a misunderstanding everything goes wrong. Soon after and unable to get enough of each other with their bedroom aerobics, both characters steams up the pages with a sex only relationship. I liked that even though the relationship was purely sexual, we got to see Brain slowly learning and reconnecting more about Amber, and I found that to be sweet. Although I thought this story was sexually charged, and sweet, I found the storyline to be ok. I liked it, but didn't find myself connecting with certain scenes. Nevertheless, I would still recommend this book.Story: FAIRIntimacy: D.R.I.P = Don't Read In Public / GOODEnjoyment: FAIR to GOODRomance Novel Junkies",;0)
7246,2,"Interesting idea, bad delivery.  No depth, no reader-identifcation with killers or victims.  Very flat, no dimension--take your writing to the next level and fill-in the outline you've developed.",Serial
7247,4,"As most of the detractors admit, the quality and depth of their articles is first class.  I also prefer a weekly magazine to a daily paper: more depth, and less time I need to spend to keep up with the news.Time and Newsweek really don't make it.  They could be $0.00 and they still wouldn't be worth my attention.Sure, I'm a bit chafed that Amazon and the Economist pocketed all the cost savings of the Kindle edition and didn't pass any of it to me.  So I'm not very loyal and I'm open to competitors.  But for now, the $10/month Kindle edition does everything I need, and I'm willing to pay that price for it.","Expensive, but worth it"
7248,5,this was different and new to me. it was a very good and cute story in it's own way. I won't lie it was a little bridle at parts not for the faint of heart but a good read,Interesting
7249,1,"I'd write a review but it will be more entertaining than the orig.  All I can really say was ""It's free.""  Graphic but who cares about the character(s)??!",It was FREE.
7250,3,Just okay. Not the same tension and heat as the other books. Still a great series and worth picking up.,just okay
7251,4,"I had a hard time at first getting into the story, for some reason I felt a little lost. I didn't feel like I understood exactly where Haven (the town the story takes place) was or why it was so different from the other places and why was a psychiatrist acting as a thief? What was the purpose behind it? Is this story set in the future?Thankfully it didn't take long for these questions to be answered and for the story to pick up. In fact once it did I had a hard time putting it down. I wanted to learn more about Alexia and how her mind worked and why she did the things she does and of course, I loved trying to figure out who the real thief was. I have to admit, I didn't see who the culprit was coming. I love a book that can stump me.Overall I really enjoyed reading this and thought it was very well written. It flowed together nicely and I really enjoyed Schneider's writing style. I look forward to reading more of her work in the future.",Great read1
7252,4,"A sci fi romance novella set in a beautiful world that is ruled by close-knit mafia-type families.Meli is an assassin, a hidden resource for her family. Her last assignment is to kill the man who ruined her life years ago by breaking their engagement. Meli had been trained in Celino's likes and dislikes from a very young age in preparation for their eventual marriage. She uses this information to get close to Celino.Celino, a financial genius, is drawn to the mysterious woman who fits so seamlessly into his life. He doesn't know that they've met before, that he has a lot to make up for, and that she could kill him at any minute.In most He Done Them Wrong books, the male lead seems to get off too easy - he drops a smoldering look, maybe some ""I'm sorry's"", add in some sexual chemistry and all is forgiven. Not here. Meli freaking breaks Celino. Epic groveling (we are not talking days or weeks here - think longer). And still it works as a romance. I was rooting for them.I need to go re-read this one again.",A Very Good Sci Fi Romance Short
7253,2,a little too x-rated for me.  at my age (66) i don't need to read stuff this explicit. Past that stage in life.,slow riders
7254,2,"I decided to read this book because it was free and I had read a few things by Lora Leigh before. I had never read her bound hearts before and have no desire to read another. :Spoiler: Tess had a call from her father asking her if she was coming to his party she had not been to one in over a year.She agreed to come for a week.Her mother and father were divorced she could not deal with his kinky life style.He is married to a dumb blond only ten years older than Tess and she did not like her. She has a thing for her brother he had told her two years ago all the sexual things he would like to do to her . She had not seen him since. She had read books when she was in college that her mother called her a pervert so this is the reason of the story. She hears from Cole asking her about the party while she is pleasuring her self.  she has not  heard from him in two years.She goes to her father's he and Missy are not there.They are supposed to come back the next day except Cole comes. You find out her father has gotten Cole to teach her how to be submissive .She wakes up the next day tied down and spread eagle. He tells her she can say no but he never stops if she asks. He brings in another man who works for her father as well as Cole.For a threesome.So far no love or foreplay its what Cole wants. While the three are in bed in walks her mother screaming pervert, than her father and step mother. The other man leaves says he is not involed . So what does Tess do go into the kitchen with her hated step mother and eat ice cream. They are friends now and Cole has disappeared. I will leave the ending off did not seem real to me. I could not get over her father setting her up , plus the other man there was no romance what so ever. I do not like the bondage story but can deal with it if maybe you tie each other up for fun once in a blue moon.I do not see how someone else can tell you what you like . I think they should have the devil beat out of them for a change and see if they feel pain. There was no heavy stuff in this the only thing I can say good about it. I would have given it one star but one was for Lora Leigh as she can write better books",Surrender
7255,5,"Read this book years ago and enjoyed it then, however, I enjoyed it even more reading it on my Kindle. What has inspired me about this book is the people in the book on the island are very different, yet come together to work together and survive. Yes, I know that there are lots of reviews on this book, however, what I want to say to you is that if you are looking for a book that will inspire you that you can survive anything, then read this book.And if read in a low time in your life, it will be meaningful to you to see the right answer. This is what I found that this book did for me, it helped me see what is important and what is not.","A story of determination, a group finding answers and most of all HOW TO SURVIVE!"
7256,1,"I don't realize at the time of getting this that it was a short story. So the story seemed rushed but the worst part was the ending. It wasn't even tragic, just stupidity.",Could've been good.
7257,5,"I was not sure I was going to like this book, but it was great! The characters are complex,and the story has many twists. I found Sara to be fascinating. It was a wonderful read.",Great read
7258,5,Great vampire stories.  Each story is self sustaining but expands a little bit on the vampire world in the story to tie in the other books without being dependent on them.  And these books are not too long or too short either.  Thank you Bianca for such great reads.,Love this series.
7259,4,"This author rarely disappoints me.  Of all the Naughty Games books, I wanted to read this one the most.  And it was worth it.Rich boy Shane Oxley has it bad for Paige Reyes.  They'd been great friends in college along with their group of five other best friends.  And had remained great fiends even years later.  But Paige had gotten engaged and Shane had to act fast to make sure she didn't get married.But he miscalculated -- badly.  And their one night of passion ended  -- badly.  Paige has been avoiding him and their once close friendship has gone down the toilet.Now on the occasion of his birthday party, Shane had maneuvered his close group of friends to his home for some truth telling and relationship repairing.  His shamelessly uses his power to get Paige back into his orbit and maybe, just maybe,  he can dare her give him another chance.Shane was cute and so determined. Paige was hurt and so in love.  This was a two-character book.  Just the two of them hashing out their issues with some great dialogue and smoking hot love scenes.Sometimes that is all you need.",My favorite of the Naughty Games series
7260,3,"Believable. The plot was ok, but several of the situations had me simply shaking my head at the sheer stupidity of it. However the characters were all well defined and interacted in a way that you could picture clearly. Overall a cute story with well developed characters.","Cute story, not so.."
7261,1,"This one looks interesting, BUT there is no way I am paying 10 bucks for a kindle book!!I guess I will wait till they come to their senses and drop the price.",Caldera
7262,3,"This was s quick, short read. It was like the doctors soap operas. Very nice, stiff upper lip and a happy ever after",Cute read
7263,2,"I do not know exactly why, but I wasn't hooked by this book and it was sort of flat. The story was predictable and there was a lack of action.",I wasn't hooked
7264,1,"The cover is very good. The tabs to lock it in place are horrible. The first time I opened the case I could see the Kindle case flexing. Then I read some of the other reviews about the problems it caused with the kindles. I managed to remove the tabs, and just use the cover. This works well. I just wonder if they bothered even testing these. The problems seem so obvious, it should have never been put in production without modifications.",Did They even bother testing this?
7265,5,"This is a brilliantly executed biography by a Polish Jew who survived the Holocaust. He documents unimaginable horrors. He immigrated to Israel after the war, and later to the US, where he led a successful life. Had I know of this book when I taught high school history in San Diego, it would have been required reading. The book also provides an interesting history of the early settlement of Isreal. The comments by other readers regarding the poor formatting must have been fixed. I saw none and found the writing to be highly professional.",Should be required reading
7266,3,"It's definitely erotica, and the leading ""Lady"" is not quite virginal.  But the leading man is, that and a space warrior.  They've both been genetically produced with certain characteristics, and abilities.  Everyone is matched with a particular mate based on genetics.  These two of course do not match, yet are strangely pulled towards one another.  Once he is commissioned to guard her 24/7, with ""FREE REIGN"", it's all over.  Will he make her HIS?  If he doesn't, that would make both of them spent for anyone else.  I'm not really into the whole control, dominant thing that is a character itself here.  But it is a love story, though they really didn't have much choice in that either in the end.  If you have an open mind to literature, and like a love story.  Read this, if you can handle scenes of:  a 25 yr old USED girl getting pummeled in the ass while tied up and smacked on the ass by her new found forever lover a virginal 35 yr old genius warrior genetically downloaded dominant porno king......If you can't handle that, don't read the book.  The sex scenes weren't really my cup of tea.  But the underline meanings, and love story around it were not lost upon me.  The girl was raunchy, as well as some scenes for me.  Though clearly I did like enough of the story to rate it the way I have.  I try to remember to which category book I'm reading when giving my review.  I cannot judge that of what two consenting, adults safely do to no harm to anyone in the privacy of their own bedroom.  I have judged on story, take it as you will.",Space Fantasy.....a little rough around the edges
7267,1,"The things suggested as science experiments didn't sound safe and not anything to do with children around who might try it on their own later. I wanted easy things to fix to eat from my microwave, not put a light bulb in the microwave. Common sense tells me that it will most likely explode and the metal parts might cause sparks and a fire. Not a good idea if you want your microwave to keep working. BE WARNED ~ NOT FOOD RECIPES BUT CRAZY SCIENCE EXPERIMENTS THAT COULD DAMAGE A MICROWAVE and that is not my idea of fun.",10 Disappointing Things to Do With Your Microwave
7268,5,"The first three of these books fit together wonderfully as the opening trilogy of the John Carter of Mars series.  For pure fantasy adventure, few books have topped these.  The other two are somewhat lesser works but still very enjoyable.If  you are interested in Sword and Planet fiction for the kindle ebook, you should also check out the Alan Burt Akers series, which are direct descendents of Burroughs.  Transit to Scorpio is the first in that series.I would also recommend my own Talera series, which includes Swords of Talera, Wings Over Talera, and Witch of Talera. They are also available as ebooks. I see a lot of folks brag on their own books but I am proud of these books, and if you look at the reviews under the paperback versions you'll see that others enjoy them as well and consider them excellent modern continuations of the Sword and Planet tradition.",Pure adventure
7269,4,"Initially I thought this was going to be more of a creature type horror story, similar to The Mist. It's not, while they hint of something in the fog it is never explained, all you know is whatever goes in ends up screaming and me ere coming back out. Instead it's more about how a camp full of kids set out to survive and establish a community. The best comparison I could give is a modern day Lord of the Flies meets Hatchet. These kids manage to not only to survive but thrive and do better than most of the adults you will meet along the way.I wish they would have explained the fog more. It attempts to at the very beginning but then never explAins further. It doesn't detract from the story at all it's just my own curiosity, I want to know! That really is my only complaint. The story pulled me in and all the characters felt real.I would recommend this for older middle school age children to adult. If you enjoyed reading Hatchet by Gary Paulsen or Lord of the Flies I believe you would enjoy Surviving The Fog.",Not what I expected
7270,1,"This book is wrong on so many levels and although I don't usually type spoilers I will for this one..Hope is the daughter of one of the scientists at the lab Wolfe is held at. Although he marks her, he refuses to mate her because of her age. The labs burn down and Wolfe is believed dead for  years. Hope is alone and unable to move on with another man because of the bond.Hope's evil mother apparently knows Wolfe survived because she has been sending him photos of Hope with other men. (Fake of course). Wolfe appears out of nowhere, captures Hope, and punishes her by teasing her with sex, and not allowing orgasms. Due to the mating heat she is apparently writhing in pain while he continues to try getting the answers he seeks.If you find nothing wrong with the above, it gets worse!First time for her and he sticks it in her ass.When he finally out of no where does a 180 and decides she is innocent, he doesn't want to to relieve her because he might be to rough and his animal is at the surface!? What?!Of course she begs, they have their orgasms, and all is forgiven. There's some joking. And then her mother shows up for a quick (falling sandbags of all things) take down.This is a joke, the writing is just (not even good ) sex with some attempts at a story thrown in.",Not worth the buy
7271,4,"I loved the book, I thought it was well written very detailed characters with a good plot. I love story with spunk. I would read it again, loved how she made it on her own and pulled her family in to help. GOOD GOOD READ.",promises
7272,1,"Definitely one for believers and ONLY believers.Basically a religious tract masquerading as a short story, with the usual quota of painfully inept and sophomoric ""philosophical arguments"" aimed wholly and solely at confirming the pre-existing beliefs of Christians.  The ""learned discussion"" between the protagonist and her ""mentor"" is unintentionally hilarious in its ineptitude.  Neither of those ""academics"" would have made it past their first semester in college - it is that bad.This is best described as ""faith-enabling"".  If you know why that is a bad thing, avoid this rubbish like the plague.  I couldn't get past the first few pages.Seriously, why do people who don't understand the basics of logic or philosophy try to write academic characters?  It's just painful.There is a section called Christian Fiction for a reason.  I don't know how the author imagined this belonged anywhere else.  Vanity?",A Religioius Tract Pretending to be a Story
7273,4,"I really enjoyed this story, the development of the characters and the additional follow up on the Authors website.  I am looking forward to another book, to not only continue with the newly introduced characters, but to see how the new Dads handle the birth of their first cubs.  Keep writing!","A good, well-balanced story!"
7274,4,This was a good book...sexy and steamy in all the right places.  The only reason I gave it a 4 star instead of 5 was it felt like it ended too soon.  Maybe I was just enjoying it so much I didn't want it to end.,Reason Enough...
7275,4,"Wow! I love this new take on gargoyles. I've always wondered if gargoyles can feel love, now I know... Thanks to the author of this book.Loretta and Cray are not your ordinary lovers. Both are tragic characters. What is great is that both were able to overcome their emotional baggage to find true happiness. I love the way the author developed their characters.So, why did I give it only 4 stars. It's because a good chunk of the story was rushed.***SPOILER ALERT***Max as the baddie was a good choice, but his character was not developed enough to explain his behavior. If Max was given a little more background, then him turning into the bad guy would have had more impact.Lincoln suffered the same fate as Max when it came to characterization. Again, if Lincoln was fleshed out better, this his actions and reactions would have built more drama perhaps even better.As for the rest of the story and plot line, those are just perfect the way they are",I heart gargoyles
7276,1,"I read books to make me happy, laugh and generally make my day - I don't like books that make me sad",sad ending
7277,4,"Great book packed full with fast cars , crazy hot men, and danger... and oh yes great sex!","Fast cars, hot men, and danger... what more do you want?"
7278,2,"I found this story to be dull and lacking in charisma.  It was missing the excitement of the first book.  This second book seemed to have been written as an afterthought.  I did not even care about the characters in this story.The CONSTANT paraphrasing of dialogue seemed to be just plain, lazy writing!Hopefully, the third book is more interesting...",Lackluster...
7279,3,"I had great expectations when I started this book, but was let down. It took me forever to finish this book.  I always finish a book no matter how boring it is in hopes it will get better.",Disappointed
7280,4,I liked the Halle Puma series. I liked this book because it doesn't leave you wanting from the other books. I think if you are going to read them you should read them in order. It feels more complete somehow. They are shorter that a regular book but you don't really feel it. You feel it was as long as it should be.,Liked the series
7281,3,"A little too mushy and &#34;must take care of the women folk&#34; for me.  The Characters were more or less stereotypes of the genre.  Little native American girl with special powers, big strong man determined to protect her, even if it's from herself.  You can always tell the bad guys because the are the big strong dumb looking ones....etc.  Still enough original ideas and skilled writing to keep me reading to the end",Typical of it's kind
7282,2,"Simply not a subject that I wish to explore.  A spams amight want to ready about the start a of master/slave relationship, but not me.",BDsM- not for all
7283,5,"Alexa Jones gives her all in her professional life as well as her personal life. Unfortunately she's learned the hard way that the wild guys she prefers don't provide the stability she desires in a relationship - and she's positive that there isn't a single man out there who has a combination of dependability and wildness that will set her girly parts on fire.Alexa's indulgence in a little high-speed joyriding results in a race with a gorgeous man riding a Harley and a sexual romp she won't soon forget.  Only once she realizes what she's done she's embarrassed by her own actions and leaves the scene of the indiscretion without disclosing her name.  All she knows about him is that his name is Justin, he rides a Harley and his lovemaking is exactly what she craves.Having engaged in such a naughty act, Alexa is understandably distracted but with a major contract depending on her presentation she does her best to pull it together.  The last thing she expects is to see Justin enters the boardroom and introduce himself as J. Winston.  He's dressed impeccably in business attire and acting like he's never seen her before.  Alexa's furious that he would deceive her in such a manner and once the business meeting is over she unleashes her rage on him. She even goes so far as to turn down his offer of the job.  What Alexa doesn't realize is that J. Winston and Justin are not the same person but they do know each other - and because Justin has been searching for her since their dalliance letting her get away now simply isn't going to happen.The chase is on and fortunately J. (Jay) Winston and Justin arrive just in time to save Alexa from an attacker in her parking garage.  Alexa is stunned when she realizes that J. and Justin aren't the same person but what's more disturbing is the attraction she feels for both men.  Add the reason for Jay's silence about the details of his project and it's exactly the sort of situation an adrenalin junkie craves.  Dare she hope for a happily ever after with two men or is she just courting heartache once again?Jayne Rylon's NICE AND NAUGHTY captured my attention from the moment I opened this book.  It's so easy to imagine yourself in Alexa's place as her need to protect herself wars with her desire to throw caution to the wind.  Jay and Justin are simply irresistible.  They're very different and yet similar in so many ways that I envy Alexa - she gets the best of both worlds - NICE AND NAUGHTY - in herspecial men.NICE AND NAUGHTY is a definite must read for those of you who enjoy menage-a-trois romances. Also don't forget to pick up copies of the other books in the MENAGE & MORE anthology.WICKED GARDEN by Lorelei JamesandA QUESTION OF TRUST by Jess DeeChrissy Dionne (courtesy of Romance Junkies)",5 blue ribbons from Romance Junkies
7284,4,"I really liked this book.  Normally I don't like these books because they leave you unfilled and wanting more, but I was really satisfied from beginning to end.  I would recommend this book.  My only issue was there were quite a lot of grammar mistakes and I thought it interrupted with the flow of the book.  I would recommend reading this book after the author has gotten rid of the grammar mistakes.",Humm
7285,4,"Okay so it's a bit unusual for me to give a romance novel more than a 3-star rating.  However, this is more than your run-of-the-mill romance.  Read on...On the advice of friends and coworkers, Dr. Paul Lassiter goes from being a recluse to flirting and blind dates.  A year after his divorce and he's in for a rude awakening as he, after several years embarks once again on the dating scene.  A bisexual female coach wants to get to know him.  His first blind date set up by his lawyer friend Larry, is unbeknownst to him, a motorcycle grandma who takes him on a scary-hairy ride to a motorcycle bar.  What next?  Or should I ask ""Who's next?""This story is funny and without a doubt could have stood on its own without the bit more than implied sex scenes.I much appreciated ""Blind Faith"" being quite different from the usual romance novel.  There's humor and also sadness.  Read it to find out more.",More Than a Romance Novel
7286,2,I found this book to be hard to understand but it may be that I am a novice at chess. There are easier ones out there but for the experienced chess player probably helpful.,Confusing
7287,5,This is a short novella prequel to the &#34;Leopard Series&#34;.  Brandt & Maggie's romance.  Every book in this series is excellent.,EXCELLENT!!
7288,1,"I read Backstage Pass and Rock Hard form Olivia Cunning and got into the whole Rock Band mood. Unfortunately there are only two books so far of the Sinners series, so I started looking for more Rock Band books of the same caliber to read and found Rock Charisma. Browsing through the reviews and seeing that most gave it 5 stars, I decided to buy it. What a waste! Poor character development, poor story line, and poor writing. The Hero is a drop dead gorgeous, sarcastic, self centered loser. Did I mention that he is drop dead gorgeous? Yes, well maybe I should repeat that since it is repeated over and over in the book. He might be an ass, but he is gorgeous. He might now nothing about pleasing a woman, but remember, he is so gorgeous. Oh, and the strong heroine? Jeez, she's just plain pathetic. She could never stick to her decisions. If I could get a refund, I would!",What Charisma?
7289,2,This book is not what I expected for a book of quotes. I do not care for it at all.,Not what expected
7290,4,"I am a big fan of paranormal romance, and at this point have read hundreds of books in the genre. I struggle to find new authors and series that I haven't read yet. I was very pleasantly surprised by this book. The cover is cheesy and not representative of the book, so don't let that put you off. The style of the book reminded me of Kresley Cole, Angela Knight or Gena Showalter -- good romance, interesting characters and story that pulls you in. I loved the world building and the details around werewolf life, pack structure, etc.Hillary is attacked and raped by a crazy werewolf pack, turning her into a werewolf. She barely gets away and runs for her life. She sets up a shop in a small town well away from werewolves and works hard to move on. Four years later, she meets her first werewolf following the attack--this time a good guy--who is stunned to see her living in the town. She's a technically a rogue and should have asked permission of the regional pack to live there, but of course she doesn't know anything about werewolf laws, pack structures, etc. At first she is afraid of him, but eventually she determines he seems like a good guy. He encourages her to meet his wife and his Alpha Zach, the leader of the regional pack. When he meets with Zach to tell him about Hillary, Zach is stunned at the scent on his brother and thinks there's a good chance that she will be his mate. He is interested to learn how strong she is, and that she is likely an alpha herself. The story focuses on their relationship, her acceptance into the pack, and then working with the national council to deal with the evil pack who attacked her. A very entertaining read!In case you don't want to pay printed book pricing and don't have a Kindle, I ordered this from the publisher's web site as an ebook (PDF) for only 5.95.",3.5 stars: Surprisingly good paranormal romance
7291,2,"This was paranormal erotica I guess.  The premise was interesting but their intimate scenes made me say ""What?!"" on the voice of Scobbie DOO! You will understand what I mean when you read it.  Not my kind of paranormal but other might like it.",Coyote Inn
7292,4,"Tabloid Star is a decent novel, although it wasn't terribly gripping. I bought it looking for something simple and cute, and that's exactly what I got.The characters were well-formed and managed to develop as the story progressed--as did their relationship, which did a fairly good job of transitioning from random hook-up to Something Deeper.The plot was fairly well-done, and, although it remained on the simple side of things, it had no gaping plot-holes. There were a few things that could have been developed better or that simply didn't add much to the story, but they also didn't detract anything from it. Also, while the antagonist turned out to be fairly cliche and one-dimensional, it wasn't too obvious who he was (or I was over-thinking things and giving the author too much credit...), which is pretty impressive for the simplicity of the novel.Smut was present and well-written, but didn't hijack the story as so often happens.All in all it was a pretty good read, I'm glad that I read it, and I'd recommend it as light reading.",Pretty Good
7293,5,"If you want an entertaining read of almost non-stop action this one is especially for you. The Xbats fly from one troubled hot spot to another and another and another&#8230; and soon you feel the fatigue of these fearless weary warriors. The back stories and explaining a bit about the team&#8217;s enhanced techno equipment come as welcomed pauses provided by a talented author.The Piranhas provided a unique body deposal system. The singing nuns sang to the bad-asses and thusly the justified fate of the AC.Although fast paced might be a bit of an understatement, this recommended action adventure earns a quick five stars.Enjoy often&#8230; John",Keep your seatbelt on!!!
7294,4,"Izzy and her son have just moved into subsidized housing and are starting a new life after escaping from an abusive partner.  She soon discovers dark secrets abide in the woods near her home.  Even worse, her abuser has tracked her to her new residence.  With the help of a new friend, a few elves, and newfound talents, she overcomes frightening odds and triumphs over evil.I like the way Ms Hinsley fills in the background for her story - some things are merely hinted, giving it a more ominous, foreboding feeling, although I wished certain parts were explained a little further, and the main characters fleshed out more thoroughly.Overall, the book was well-written and edited, with a fresh storyline that keeps the reader interested.  I enjoyed it very much!","You can run, but you can't hide"
7295,5,This book is really well done...  The story sweet but very sexual and has a hint of rough sex and lanuage for a great balance..,Body Language...
7296,3,"Story line is a little far-fetched, but it makes for fairly entertaining reading.  Hero Matt Case is a combination Jack Reacher/Jack Bauer with a little bit of James Bond thrown in.  This was my free prime pick for the month, but it is worth the $2.99 Kindle price if you're contemplating purchasing it.",a decent read
7297,2,"The story line has been interestingly mediocre, but I have kept reading through the third book.  Still, he needs a dictionary.  He uses ""your"" for ""you're"", ""peak"" for ""peek"", ""here"" for ""hear"", etc, etc, ad nauseum.  Get the man a proof reader!","The author has a fair story line, but is incredibly weak in word usage."
7298,4,"Crystal Moran had been a nave art student studying abroad when she first met Demetrius Vardolas.  She thought she had met her soul mate, but it had ended abruptly amid duplicity and accusations.Now he was in the States attending a social function in which she is the hostess.  It was apparent that the fire that burned between them was still there.  It took only a look.  He had a proposition for her, but was Crystal's heart strong enough to survive another disappointment from this man?This was a very steamy story.  You can feel the chemistry between Crystal and Dem.  It was too short for much character or story development, but nevertheless a good read!",Jealous Lover
7299,3,"I thought I was downloading a sample and instead got a complete short story.  Of course it is resolved too quickly,  being only 25 pages (or so it felt,  I read it in about half an hour)  Holly is tired of being a good girl so introduces herself as Jessica to the good looking guy at the club,  then they fall into a broom closet and have amazing sex. Connor loved the sex but surprises himself and wants more. When he meets ""Jessica' again,  he goes for it, but she has enough on her plate and only wants him for sex. So he gives her sex,  but wants a rel.  Eventually he tells off her sister and rebalances her life,  she worries about him when he goes on mission,  and they reunite as a couple.  It's a piece of fluff,  but fine while you are reading it","more warm than burning hot,  but pleasant enough"
7300,3,"I liked this story, in fact I love all of Delilah Devlin's western stories. This book has some kinky bizniz happening, my imagination is clearly limited and I love a book that goes out there, after all that is why I am not a writer myself. I love romances and this book is a short but sweet romance, I liked both the heroes and the heroine, I wish there were more to the story though. I would recommend this book.","Sweet, short and unusually kinky menage bizniz"
7301,2,"this is one of the most superficial book i have read... there was no depth to the characters. everything was glazed over, including the king's brother's actions. heroine went from being a virgin who hated the king and was restrained by him (afraid his ""serpant"" would tear her apart) to loving the sex (including anal) all in one night. frankly the sex was boring, not described in detail. frankly the only reason why i give this story a two star is because the heroine made sure the guy know if he chose to have sex with other women then she would have sex with other men (made him think twice)",regret
7302,2,I guess. Didn't really get into it. To my understanding this is apart of a series don't know if I read the previous books or  if it would make a difference because most books can stand on their own or you would need to read the series to fully get into it. I was a little frustrated even though I fully read it but it's not a book I would re read again.,;0/
7303,5,I appreciate reading USA Today on my iPhone4.  It's easy to download and has no adds.  I live overseas.  The price is right and I can buy with one click.,USA Today with no ads!
7304,1,"This book has some very good bones, so to speak. It however, is too short to allow the reader to develope a vested interest in the two parties involved. Carson is just so sure of things, and one minute Ruby is not staying and next she is.... And then she is staying and all is well. Did I miss something....",Too short.
7305,4,"This is an awesome book!! You are quickly thrown in the mix of "" the life"", learning how to deal with real life situations from a street mentality point of view.",floored
7306,1,This was it log rough to understand or review.  I must not have gotten the whole book downloaded.  This sucks.,No time left
7307,3,"No real story line, but did not expect one either.  Good simple read with some hot sex.  Gotta love a main character that has tat's and piercings.",Unrealtistic...but good dirty read
7308,3,"I guess I would say that this wasnt all that memorable. I wouldnt say that it was horrible, but I would say that I wouldnt read it again.",it was just ok
7309,3,"I think this started out well and was well written.  It lost me on how fast the female agreed to their plan.  All I got was how attractive these two were.  Other than sexual there seem to be a lack of chemistry--it was just sex.  I just think they move too fast and if they wanted to keep things quiet, the three should have waited to have sex after they got back to the ranch.  As for the little suspense added about the female being afraid of her previous employer's son coming after her, well the man was not going to follow this woman because he was disowned.  This was back in the day and it wasn't like the son could hop on a plane, train, or greyhound--he should've been broke, anyway.",who says modern women move fast?
7310,4,"This book was a quick and enjoyable read.  The Ghost Shrink, The Accidental Gigolo, & the Poltergeist Accountant was a cute short story.  The other stories in this were just excerpts from other stories.  I didn't really care for those because I'd rather either read the whole thing or just a description of the story. I thought this was a good introduction to the writing style of this author and I liked this story enough that I would read other books she wrote.",Fun read
7311,3,"This was a funny, good short read. The hero changed his mind about relationships a bit fast for me.I recommend for a pre bedtime read if you can't fall asleep.",Funny
7312,1,This story is very short and not that good. It's kind of strange to see the two mothers from one of Shakespeare's classics turned into secret lovers. The love scene is short and there isn't much detail in the rest of the story at all. The entire story can be read in less than 5 minutes. I've read a few other stories by Kitt and this book is definitely not her best work.,Bad story
7313,4,another good paper to read and read a lot in these parts also. i read it when i can to get the info from all around.,usa
7314,1,Very disappointed and sorry I paid for this book as it uses his story to preach and try to convert others to his way of thinking. The sad thing is he can't even speak from his own heart but has to parrot the words from the Bible and others. Regarding his experience in Vietnam...lots of detail missing. Question how much action he ever saw.,"superficial, waste of time"
7315,5,"I love all of her books.  They are always well written and interesting. A good story in the series, blends nicely.","Wonderful story in the series, a must read."
7316,5,It looks like another Sinclair brother got himself caught.  This book brings together familiar characters from previous books and introduces new kind of supernaturals in the process.  I thought it was a cute story and entertaining.  The story revolves around the Sinclair brothers who are finding they are more than what they appear to the outside world.  I have read others from this author and she has yet to really disappoint.  I look forward to see what goes on with more of the Sinclair brothers.,Entertaining story!!
